TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;39.354.788/0001-70;AUGME PRO TB CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;229.000000;203927.96;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.408959;;S;N;
CLASSES - FIF;39.470.241/0001-30;RMF QI FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;45.000000;222515.95;;;PJ;61.167.060/0001-98;INDUSTRIA QUIMICA KIMBERLIT LTDA;2027-03-31;S;DI1;DI de um dia;100.000000;6.000000;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;548026.39;;;PJ;11.581.339/0001-45;BMP CREDITO;2034-12-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;13.190340;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;0.000000;0.00;0.000000;0.00;1.000000;515044.65;;;PJ;11.581.339/0001-45;BMP CREDITO;2034-12-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;13.190144;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;0.000000;0.00;0.000000;0.00;2.000000;958653.96;;;PJ;11.581.339/0001-45;BMP CREDITO;2034-12-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;13.190427;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;184.000000;163854.78;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.277867;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;99.000000;88160.99;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.388700;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;420.000000;374016.35;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.408959;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;128.000000;113985.93;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.139126;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;277.000000;246672.69;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.226381;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;69.000000;61445.54;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.331638;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;105.000000;93504.08;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.352034;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;43.000000;38292.15;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.291778;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;50.000000;44525.75;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.305860;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;214.000000;190570.23;;;PJ;35.237.331/0001-24;MOTTU LOCACAO D;2027-02-14;S;DI1;DI de um dia;100.000000;6.184511;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;956.000000;412582.72;;;PJ;50.534.928/0001-24;MERCURIO INVEST;2027-06-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;12.035751;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;1546.000000;1546000.00;1546.000000;1502674.35;;;PJ;23.009.600/0001-16;3L LOCAÇÕES E S;2028-04-29;S;DI1;DI de um dia;100.000000;5.039378;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;1276.000000;1200851.62;;;PJ;23.599.885/0001-92;PLUGIFY TECNOLO;2029-08-15;S;DI1;DI de um dia;100.000000;4.499999;;S;N;
CLASSES - FIF;39.502.502/0001-56;AUGME PRO XPA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;0.000000;0.00;0.000000;0.00;1088.000000;1095355.10;;;PJ;07.358.108/0001-08;EVEO SA;2030-02-20;S;DI1;DI de um dia;100.000000;6.509854;;S;N;
CLASSES - FIF;39.682.386/0001-02;CAIXA PRIVATE PLUS PREVINVEST PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;2000.000000;2014524.70;;;PJ;01.027.058/0001-91;CIELO S.A;2029-05-08;S;DI1;DI de um dia;100.000000;0.539999;;S;N;
CLASSES - FIF;39.682.386/0001-02;CAIXA PRIVATE PLUS PREVINVEST PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1914.000000;2035227.48;;;PJ;50.746.577/0001-15;COSAN S/A;2028-12-27;S;DI1;DI de um dia;100.000000;1.662980;;S;N;
CLASSES - FIF;40.054.478/0001-19;FOR4 FIF MULT CRÉD PRIV - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;470.000000;603072.42;;;PJ;42.152.864/0001-79;THALASSIUS A033.21 PARTICIPACOES S.;2050-12-30;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;10.000000;;S;N;
CLASSES - FIF;40.122.173/0001-05;JUBIA QI FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;60.000000;296687.93;;;PJ;61.167.060/0001-98;INDUSTRIA QUIMICA KIMBERLIT LTDA;2027-03-31;S;DI1;DI de um dia;100.000000;6.000000;;S;N;
CLASSES - FIF;40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;579.000000;814421.55;;;PJ;76.483.817/0001-20;COPEL;2025-07-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1950.000000;1969252.58;;;PJ;02.846.056/0001-97;CCR SA;2028-12-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;0.000000;;S;N;
CLASSES - FIF;40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2025-05-31;Debêntures;Debênture simples;N;Mantido até o vencimento;0.000000;0.00;0.000000;0.00;1357.000000;153381.73;;;PJ;00.776.574/0006-60;AMERICANAS S.A;2029-07-26;S;DI1;DI de um dia;128.000000;0.000000;;S;N;
CLASSES - FIF;40.413.936/0001-69;JDV FUNDO DE INVESTIMENTO MULTIMERCADO MULTIESTRATEGIA CREDITO PRIVADO IE;2025-05-31;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1000.000000;1029075.46;;;PJ;61.156.113/0001-75;IOCHP-MAXION;2030-04-02;S;DI1;DI de um dia;100.000000;0.000000;;S;N;
CLASSES - FIF;40.456.260/0001-90;VALORA MASTER FIFE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;372790.000000;176260.33;;;PJ;04.895.728/0001-80;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;2028-05-15;S;DI1;DI de um dia;100.000000;0.806300;;S;N;
CLASSES - FIF;40.456.260/0001-90;VALORA MASTER FIFE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;2253.000000;2350834.87;;;PJ;08.827.501/0001-58;AEGEA SANEAMENTO E PARTICIPACOES S.A.;2028-10-25;S;DI1;DI de um dia;100.000000;1.956900;;S;N;
CLASSES - FIF;40.456.260/0001-90;VALORA MASTER FIFE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;650.000000;342117.20;;;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO S A PETROBRAS;2026-01-15;S;DI1;DI de um dia;106.250000;104.454600;;S;N;
CLASSES - FIF;40.456.260/0001-90;VALORA MASTER FIFE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;108.000000;111644.93;;;PJ;33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;2029-09-05;S;DI1;DI de um dia;100.000000;0.844700;;S;N;
CLASSES - FIF;40.634.952/0001-81;CORUMBAU FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos ligados ao agronegócio;CDCA;N;Para negociação;;;;;4.400000;4612363.22;;;PJ;04.626.426/0001-06;BTG PACTUAL COMMODITIES SERTRADING S.A.;2025-06-04;N;;;;;0.000000;N;N;
CLASSES - FIF;40.832.863/0001-40;CAIXA RM PREVINVEST PREVIDENCIARIO FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;24400.000000;24577201.34;;;PJ;01.027.058/0001-91;CIELO S.A;2029-05-08;S;DI1;DI de um dia;100.000000;0.539999;;S;N;
CLASSES - FIF;40.832.863/0001-40;CAIXA RM PREVINVEST PREVIDENCIARIO FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;4280.000000;4551083.39;;;PJ;50.746.577/0001-15;COSAN S/A;2028-12-27;S;DI1;DI de um dia;100.000000;1.662980;;S;N;
CLASSES - FIF;40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1607.000000;1650405.68;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;40.881.921/0001-25;ITAÚ IPCA ACTION RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;206.000000;112246.33;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-12-15;S;OUT;OUTROS;100.000000;2.950000;;S;N;
CLASSES - FIF;40.897.052/0001-27;FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA BEMAIS -RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;171.000000;171531.49;;;PJ;02.041.460/0001-93;V.TAL REDE NEUT;2035-04-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.449999;;S;N;
CLASSES - FIF;40.897.052/0001-27;FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA BEMAIS -RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;130.000000;126440.68;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
CLASSES - FIF;41.124.610/0001-84;ITAÚ FLEXPREV IPCA ACTION FIF RF LP - RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;462.000000;474478.80;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;41.124.610/0001-84;ITAÚ FLEXPREV IPCA ACTION FIF RF LP - RESP LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;80.000000;43590.81;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-12-15;S;OUT;OUTROS;100.000000;2.950000;;S;N;
CLASSES - FIF;41.167.190/0001-13;PORTO SEGURO CONSOLIDADOR FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;165000.000000;168101353.75;;;PJ;48.041.735/0001-90;PORTO SEGURO ADMINISTRADORA DE CONS;2027-03-13;S;DI1;DI de um dia;100.000000;1.037000;;S;N;
CLASSES - FIF;41.167.190/0001-13;PORTO SEGURO CONSOLIDADOR FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;20000.000000;21111616.25;;;PJ;48.041.735/0001-90;PORTO SEGURO ADMINISTRADORA DE CONS;2025-12-29;S;DI1;DI de um dia;100.000000;0.593000;;S;N;
CLASSES - FIF;41.594.651/0001-34;MAG ZONA DA MATA FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;12000.000000;12486241.62;;;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO;2032-08-25;S;DI1;DI de um dia;100.000000;1.952941;;S;N;
CLASSES - FIF;41.709.727/0001-20;CAPITÂNIA PREV ITAÚ FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;287.000000;306538.38;;;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2032-08-25;S;DI1;DI de um dia;100.000000;1.900000;;S;N;
CLASSES - FIF;41.721.530/0001-06;SANTANDER PREV RENDA FIXA REFERENCIADO DI - FIF RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;546.000000;582460.46;;;PJ;28.201.130/0001-01;ENERGISA TRANSM;2025-06-08;S;DI1;DI de um dia;100.000000;1.449999;;S;N;
CLASSES - FIF;41.721.530/0001-06;SANTANDER PREV RENDA FIXA REFERENCIADO DI - FIF RESPONSABILIDADE LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;470.000000;242710.97;;;PJ;04.370.282/0001-70;COPEL GERAÇÃO;2025-09-10;S;DI1;DI de um dia;100.000000;1.334415;;S;N;
CLASSES - FIF;41.734.999/0001-80;ITAÚ BTG PACTUAL CORPORATIVO PLUS FIFE PREV FIF MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;942.000000;943657.28;;;PJ;07.047.251/0001-70;CIA ENERGETICA CEARA - COELCE;2029-05-15;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;41.736.548/0001-81;ITAÚ BTG PACTUAL CRÉDITO CORPORATIVO PREVIDÊNCIA FIF RENDA FIXA CRÉDITO PRIVADO LP RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;5316.000000;5325352.55;;;PJ;07.047.251/0001-70;CIA ENERGETICA CEARA - COELCE;2029-05-15;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;41.736.548/0001-81;ITAÚ BTG PACTUAL CRÉDITO CORPORATIVO PREVIDÊNCIA FIF RENDA FIXA CRÉDITO PRIVADO LP RESP LIMITADA;2025-05-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;4388.000000;4679613.97;;;PJ;50.746.577/0001-15;COSAN SA INDUSTRIA E COMERCIO;2028-12-27;S;DI1;DI de um dia;100.000000;1.750000;;S;N;
CLASSES - FIF;41.763.320/0001-80;NMP KINEA FIF INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;1599.000000;1601047.33;;;PJ;34.366.520/0001-34;GDPAR SN PARTICIPACOES EM PROJETOS;2039-12-15;N;;;;;100.000000;S;N;
CLASSES - FIF;41.763.320/0001-80;NMP KINEA FIF INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;713.000000;714959.11;;;PJ;34.731.244/0001-66;GDPAR SR PARTIC;2039-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;9.328100;;S;N;
CLASSES - FIF;41.774.687/0001-08;BTG PACTUAL CORPORATIVO PLUS PREV FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;2293.000000;2297034.12;;;PJ;07.047.251/0001-70;COMPANHIA ENERGETICA DO CEARA;2029-05-15;S;DI1;DI de um dia;100.000000;1.100000;;S;N;
CLASSES - FIF;41.774.687/0001-08;BTG PACTUAL CORPORATIVO PLUS PREV FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;4343.000000;4480995.29;;;PJ;21.480.839/0001-44;BRK AMBIENTAL - SUMARE S.A;2029-09-18;S;DI1;DI de um dia;100.000000;2.500000;;S;N;
CLASSES - FIF;41.969.324/0001-10;CARAVELA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;4933.000000;4848328.30;;;PJ;01.637.895/0001-32;VOTORANTIM CIMENTOS SA;2032-04-16;S;DI1;DI de um dia;100.000000;0.670000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;638113.69;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2026-03-31;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;20.000000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;112256.45;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2032-07-31;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.000000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;218080.86;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2033-04-30;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.000000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;2.000000;2903027.37;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2033-04-30;S;IGM;Índice Geral de Preços-Mercado (IGP-M);100.000000;8.000000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;8.000000;438473.76;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2033-09-30;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.000000;;S;N;
CLASSES - FIF;42.013.775/0001-41;BTG ZONA DA MATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-05-31;Títulos de Crédito Privado;CCB;N;Para negociação;;;;;1.000000;17562.06;;;PJ;30.723.886/0001-62;BANCO MODAL S.A.;2034-03-31;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;20.000000;;S;N;
CLASSES - FIF;42.067.039/0001-76;PICTURE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO RESPONSABILIDADE LIMITADA;2025-05-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1000.000000;333333.50;;;PJ;10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CREDITORIOS AGRONEGOCIO SA;2026-05-29;S;DI1;DI de um dia;100.000000;4.500000;;S;N;
CLASSES - FIF;42.102.181/0001-07;ZURIQUE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;121.000000;117687.10;;;PJ;42.276.907/0001-28;VLI MULTIMODAL;2035-05-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.424639;;S;N;
CLASSES - FIF;42.102.181/0001-07;ZURIQUE FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA;2025-05-31;Debêntures;Debênture simples;N;Para negociação;;;;;107.000000;107332.57;;;PJ;02.041.460/0001-93;V.TAL REDE NEUT;2035-04-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;8.449999;;S;N;
